1,-1.971666262,0.9719095428,0,0,0,0
0.01404522859,0,-0.01404522859,0,0,0,0
1,-1.962378591,0.9643171349,0,0,0,0
0.01784143254,0,-0.01784143254,0,0,0,0
1,-1.939013472,0.9520056718,0,0,0,0
0.02399716412,0,-0.02399716412,0,0,0,0
1,-1.903848051,0.9316725228,0,0,0,0
0.0341637386,0,-0.0341637386,0,0,0,0
1,-5.190734688,11.47005533,-13.80360326,9.541649898,-3.593151914,0.5764569986
0.002001565518,-0,-0.006004696555,-0,0.006004696555,-0,-0.002001565518
1,-3.11085037,4.753059821,-4.461392055,2.742771957,-1.022055932,0.1901721411
0.03348421433,0,-0.100452643,0,0.100452643,0,-0.03348421433
1,-3.510593721,4.949383022,-3.822951016,1.891433014,-0.5584792374,0.05120830513
0.1032698126,-0,-0.3098094379,-0,0.3098094379,-0,-0.1032698126
